category,state,price,year,avg_rating,business_suggestion
Tapas restaurant,NH,**,2018,4.53,Highly recommended
Asian restaurant,AL,**,2019,4.36,Recommended
Fireplace store,AL,***,2017,4.13,Recommended
Vacuum cleaner store,WA,**,2015,3.00,Discreet
Fish & chips restaurant,NM,*,2020,3.80,Recommended
Industrial equipment supplier,AL,**,2015,4.00,Recommended
Cigar shop,NM,**,2021,3.33,Discreet
American restaurant,MS,**,2017,4.06,Recommended
Peruvian restaurant,WA,*,2021,4.55,Highly recommended
Mobile caterer,MS,**,2017,4.82,Highly recommended
Stationery store,WA,**,2015,3.08,Discreet
Pie shop,WA,**,2018,4.08,Recommended
Sewing shop,NH,**,2016,4.13,Recommended
Furniture rental service,MS,*,2017,5.00,Highly recommended
Wine store,WA,*,2019,3.01,Discreet
Copy shop,NM,**,2016,3.56,Recommended
Equipment rental agency,WA,**,2020,4.33,Recommended
Irish pub,WA,*,2016,4.11,Recommended
Sports bar,AL,**,2019,4.10,Recommended
New American restaurant,NM,**,2021,4.31,Recommended
Department store,WA,****,2017,2.83,Discreet
Baby store,NH,*,2016,3.87,Recommended
Glass engraver,NH,**,2020,4.08,Recommended
Farm,NH,*,2020,4.78,Highly recommended
Latin American restaurant,NH,*,2015,4.40,Recommended
Linens store,Unknown,*,2021,4.49,Recommended
Vietnamese restaurant,MS,*,2016,4.13,Recommended
Toy store,AL,*,2015,3.84,Recommended
Cooking school,NM,**,2021,4.29,Recommended
Musical instrument repair shop,WA,*,2017,4.59,Highly recommended
Lawn mower store,MS,***,2016,5.00,Highly recommended
Party store,NM,**,2019,4.30,Recommended
Youth clothing store,NH,**,2020,4.12,Recommended
Moving supply store,AL,*,2016,3.72,Recommended
Social services organization,NH,*,2021,4.50,Recommended
Wine cellar,WA,**,2017,4.31,Recommended
Southeast Asian restaurant,AL,**,2015,4.18,Recommended
Art studio,WA,**,2021,4.91,Highly recommended
Tourist attraction,WA,**,2015,3.70,Recommended
Exhibit,WA,**,2017,4.78,Highly recommended
Sofa store,WA,***,2021,4.22,Recommended
Izakaya restaurant,WA,*,2021,4.60,Highly recommended
Takeout restaurant,AL,*,2020,3.96,Recommended
Gluten-free restaurant,MS,*,2019,4.55,Highly recommended
Stationery store,NM,**,2018,3.14,Discreet
Delivery Chinese restaurant,AL,**,2017,4.01,Recommended
Garden furniture shop,WA,*,2015,4.50,Recommended
Lunch restaurant,NM,**,2015,4.42,Recommended
Pakistani restaurant,WA,*,2020,4.17,Recommended
Underwear store,WA,**,2021,4.33,Recommended
Underwear store,AL,**,2015,5.00,Highly recommended
Gluten-free restaurant,NH,*,2017,4.62,Highly recommended
Check cashing service,NM,**,2019,3.00,Discreet
Book store,AL,**,2015,4.64,Highly recommended
Gas station,NM,**,2016,3.85,Recommended
Mobile phone repair shop,NM,**,2015,1.50,Not recommended
Shoe store,WA,****,2016,2.83,Discreet
Record store,MS,**,2020,4.60,Highly recommended
Bar,NM,**,2018,4.12,Recommended
Candy store,AL,*,2016,4.04,Recommended
Construction machine rental service,AL,*,2018,3.90,Recommended
Vietnamese restaurant,AL,*,2019,4.42,Recommended
Bedding store,MS,***,2021,4.67,Highly recommended
Home audio store,AL,**,2018,4.36,Recommended
Meeting planning service,AL,**,2016,4.20,Recommended
Children's furniture store,NH,**,2016,4.01,Recommended
Wedding venue,NH,**,2018,4.15,Recommended
Notary public,NM,**,2017,2.44,Discreet
Caribbean restaurant,WA,*,2015,4.54,Highly recommended
Building materials store,NM,**,2017,5.00,Highly recommended
Produce wholesaler,Unknown,*,2018,4.02,Recommended
Air conditioning repair service,MS,**,2020,2.09,Discreet
Check cashing service,WA,*,2020,1.00,Not recommended
Youth club,NM,*,2021,5.00,Highly recommended
Jamaican restaurant,AL,**,2021,4.40,Recommended
Men's clothing store,AL,***,2015,3.87,Recommended
New American restaurant,WA,**,2021,4.46,Recommended
Cider bar,WA,**,2019,4.57,Highly recommended
Southern restaurant (US),MS,***,2019,3.76,Recommended
Mediterranean restaurant,AL,*,2019,4.49,Recommended
Ham shop,MS,**,2017,4.14,Recommended
Christian book store,WA,**,2016,4.40,Recommended
Theater production,WA,**,2019,4.82,Highly recommended
Event venue,AL,*,2016,4.52,Highly recommended
Glassware store,AL,**,2017,4.34,Recommended
Lawn equipment rental service,MS,**,2016,4.50,Recommended
Lawn mower repair service,WA,***,2019,3.98,Recommended
Key duplication service,AL,**,2017,4.75,Highly recommended
African restaurant,NM,*,2020,4.58,Highly recommended
Cutlery store,NM,***,2019,4.03,Recommended
Restaurant,AL,*,2020,3.88,Recommended
Greek restaurant,MS,*,2016,4.54,Highly recommended
Beauty supply store,NH,***,2019,3.86,Recommended
Breakfast restaurant,Unknown,**,2016,4.13,Recommended
Salad shop,MS,*,2018,4.08,Recommended
Chauffeur service,AL,**,2017,4.17,Recommended
Paint store,MS,**,2016,4.25,Recommended
Lighting store,WA,*,2019,4.07,Recommended
Wholesaler,AL,***,2016,1.00,Not recommended
Hobby store,AL,*,2018,4.43,Recommended
Jewelry engraver,NH,**,2017,3.25,Discreet
Logistics service,MS,***,2019,3.33,Discreet
Watch store,AL,**,2016,3.45,Discreet
BBQ area,AL,*,2016,4.50,Recommended
Discount store,NM,**,2018,4.39,Recommended
Bead store,WA,**,2021,4.30,Recommended
Watch repair service,AL,**,2017,1.92,Not recommended
Chinaware store,NM,***,2021,4.21,Recommended
Deli,NH,*,2020,4.40,Recommended
Fish store,NH,**,2015,3.94,Recommended
Thrift store,WA,**,2019,4.58,Highly recommended
Bar & grill,NH,**,2017,4.12,Recommended
Sod supplier,NH,*,2017,2.50,Discreet
Soft drinks shop,NH,*,2017,3.91,Recommended
Video store,MS,**,2017,4.10,Recommended
Kitchen supply store,WA,*,2019,4.05,Recommended
Wood floor installation service,AL,*,2021,4.50,Highly recommended
Fish & chips restaurant,WA,***,2017,3.62,Recommended
Sports bar,AL,*,2015,4.53,Highly recommended
Swimwear store,MS,***,2015,5.00,Highly recommended
Jewelry engraver,NM,**,2017,3.75,Recommended
Wholesale grocer,NH,*,2021,4.59,Highly recommended
Outlet store,WA,***,2020,4.47,Recommended
Furniture store,AL,***,2021,4.48,Recommended
Event venue,WA,*,2020,4.52,Highly recommended
Hot dog stand,AL,*,2020,4.35,Recommended
Outerwear store,NH,**,2017,3.25,Discreet
Delivery service,AL,*,2016,4.31,Recommended
Pool hall,NM,**,2019,4.26,Recommended
Seasonal goods store,AL,**,2020,4.31,Recommended
Tea house,AL,**,2017,4.10,Recommended
Sportswear store,MS,***,2019,4.19,Recommended
Window treatment store,MS,*,2019,4.19,Recommended
Tool store,WA,***,2019,4.31,Recommended
Performing arts theater,AL,**,2019,4.50,Recommended
Mexican grocery store,WA,*,2019,4.36,Recommended
Virtual office rental,WA,*,2021,4.63,Highly recommended
Lighting consultant,WA,**,2019,4.55,Highly recommended
T-shirt store,NM,***,2015,5.00,Highly recommended
Caribbean restaurant,NM,*,2018,4.61,Highly recommended
Perfume store,MS,***,2021,3.98,Recommended
Watch repair service,AL,***,2021,3.86,Recommended
Ramen restaurant,NM,*,2015,4.24,Recommended
Children's furniture store,AL,**,2016,3.67,Recommended
Wholesale bakery,NH,*,2018,3.23,Discreet
Food producer,WA,***,2018,4.72,Highly recommended
Electronics store,AL,**,2019,4.22,Recommended
Reptile store,WA,**,2021,4.22,Recommended
Piano bar,WA,**,2015,4.53,Highly recommended
Hot dog restaurant,AL,*,2021,4.29,Recommended
Beauty supply store,AL,**,2018,3.56,Recommended
Knit shop,AL,**,2016,4.10,Recommended
Party store,MS,**,2021,4.23,Recommended
Seasonal goods store,AL,**,2016,4.10,Recommended
Sportswear store,AL,**,2021,3.92,Recommended
Nuevo Latino restaurant,AL,*,2018,4.35,Recommended
Toy store,MS,**,2020,4.04,Recommended
Logistics service,WA,***,2015,5.00,Highly recommended
Children's furniture store,AL,***,2019,4.70,Highly recommended
Non-profit organization,MS,*,2020,3.56,Recommended
Wallpaper store,WA,**,2016,4.39,Recommended
Freight forwarding service,AL,**,2016,4.69,Highly recommended
Wedding venue,AL,***,2020,4.53,Highly recommended
Corporate office,AL,**,2018,4.52,Highly recommended
Fried chicken takeaway,AL,**,2018,4.14,Recommended
Family service center,AL,*,2017,4.33,Recommended
Grocery delivery service,WA,*,2020,4.62,Highly recommended
Sports bar,NH,**,2016,3.95,Recommended
Fried chicken takeaway,WA,**,2016,4.24,Recommended
Gastropub,WA,*,2019,4.29,Recommended
Delivery Restaurant,AL,**,2016,4.02,Recommended
Marketing agency,AL,**,2020,4.00,Recommended
Tea store,MS,**,2021,4.59,Highly recommended
Washer & dryer store,AL,**,2017,5.00,Highly recommended
Digital printer,NH,*,2018,3.33,Discreet
Crane rental agency,NM,*,2020,4.33,Recommended
Dress store,NH,***,2016,4.67,Highly recommended
Boutique,NM,**,2021,5.00,Highly recommended
Traditional American restaurant,NH,****,2020,4.69,Highly recommended
Brewery,NH,**,2021,4.52,Highly recommended
Mexican goods store,MS,*,2020,4.31,Recommended
Distribution service,AL,**,2020,3.63,Recommended
Swimwear store,NM,*,2021,4.16,Recommended
Boot store,MS,**,2021,4.21,Recommended
Event planner,WA,*,2017,4.62,Highly recommended
Watch store,AL,***,2016,3.32,Discreet
Alternative fuel station,NM,**,2015,4.00,Recommended
Juice shop,WA,**,2017,4.31,Recommended
Cleaning products supplier,AL,**,2021,5.00,Highly recommended
Karaoke,AL,**,2021,4.01,Recommended
Electronics store,WA,**,2016,3.83,Recommended
Fire alarm supplier,WA,**,2016,1.00,Not recommended
Traditional American restaurant,WA,**,2018,4.05,Recommended
Pottery store,NH,***,2020,4.73,Highly recommended
Pizza Takeout,WA,**,2015,3.85,Recommended
Asian restaurant,AL,***,2021,4.87,Highly recommended
Christian book store,AL,**,2015,5.00,Highly recommended
Swimwear store,AL,**,2015,4.18,Recommended
Kitchen supply store,NM,***,2019,4.03,Recommended
Tool rental service,WA,*,2015,1.33,Not recommended
Cosmetics store,MS,*,2021,3.73,Recommended
Appliance store,AL,**,2020,4.23,Recommended
Computer support and services,MS,**,2017,3.44,Discreet
Perfume store,AL,**,2016,3.84,Recommended
Swimming pool supply store,NM,**,2015,1.00,Not recommended
Swimwear store,AL,**,2020,4.37,Recommended
Clothing store,WA,***,2016,3.84,Recommended
Butcher shop,NM,**,2019,4.14,Recommended
Hot dog restaurant,MS,**,2020,4.23,Recommended
Pasta shop,MS,**,2018,3.83,Recommended
Small plates restaurant,WA,*,2018,4.60,Highly recommended
Health food restaurant,NM,*,2015,3.77,Recommended
Bird shop,AL,**,2021,4.29,Recommended
Custom t-shirt store,WA,**,2019,4.26,Recommended
Florist,WA,*,2018,3.88,Recommended
Swimming pool repair service,AL,**,2021,4.09,Recommended
Tuxedo shop,AL,**,2019,4.24,Recommended
Home audio store,WA,****,2017,4.78,Highly recommended
Soup restaurant,WA,*,2016,4.25,Recommended
Wedding bakery,NH,**,2016,4.52,Highly recommended
Florist,MS,*,2019,4.03,Recommended
Party planner,WA,**,2017,3.78,Recommended
Jewelry store,NM,****,2021,2.78,Discreet
Truck rental agency,NH,*,2019,3.44,Discreet
Gift shop,NM,****,2017,1.00,Not recommended
Landscaping supply store,NH,*,2021,4.25,Recommended
Electronics store,NM,***,2017,4.15,Recommended
Costume jewelry shop,AL,**,2017,4.17,Recommended
Paint store,MS,*,2015,3.85,Recommended
French steakhouse restaurant,WA,***,2016,4.26,Recommended
Chinaware store,MS,***,2019,4.33,Recommended
Asian restaurant,NM,*,2018,4.12,Recommended
Map store,WA,**,2019,4.65,Highly recommended
Homeless shelter,WA,*,2015,5.00,Highly recommended
Lighting store,MS,**,2021,4.64,Highly recommended
Vintage clothing store,WA,*,2019,4.00,Recommended
Ham shop,AL,**,2016,4.53,Highly recommended
Food products,WA,*,2021,3.77,Recommended
Christian book store,WA,**,2017,3.69,Recommended
Social services organization,NH,*,2017,4.33,Recommended
Hunan restaurant,WA,**,2017,3.92,Recommended
Burrito restaurant,NM,*,2016,3.67,Recommended
Diner,WA,***,2019,4.32,Recommended
Family restaurant,NM,*,2021,3.93,Recommended
Espresso bar,Unknown,**,2015,3.38,Discreet
Professional services,AL,*,2020,4.48,Recommended
Art cafe,WA,*,2017,4.39,Recommended
Asian fusion restaurant,AL,***,2016,4.69,Highly recommended
Cosmetics store,AL,*,2020,3.92,Recommended
Chinese takeaway,AL,*,2020,4.16,Recommended
Make-up artist,WA,**,2018,4.55,Highly recommended
Bar & grill,WA,****,2017,4.46,Recommended
Organic restaurant,WA,**,2015,4.27,Recommended
Sushi restaurant,NM,**,2017,4.28,Recommended
Craft store,MS,*,2016,4.00,Recommended
Fish store,AL,**,2015,3.14,Discreet
Seafood restaurant,NM,****,2017,4.04,Recommended
Boot store,AL,*,2018,4.13,Recommended
Office furniture store,AL,***,2016,3.15,Discreet
Promotional products supplier,AL,**,2015,3.45,Discreet
Beer garden,NH,**,2019,4.44,Recommended
Used CD store,AL,*,2018,4.72,Highly recommended
Live music bar,MS,*,2015,4.58,Highly recommended
Musical instrument store,WA,**,2017,4.94,Highly recommended
Food service,NH,**,2019,4.22,Recommended
Children's furniture store,MS,**,2020,4.86,Highly recommended
Jewelry repair service,MS,***,2015,2.50,Discreet
Southern restaurant (US),AL,***,2017,4.52,Highly recommended
Corporate office,AL,*,2019,3.82,Recommended
Dim sum restaurant,MS,**,2015,3.00,Discreet
Wedding venue,NM,*,2021,4.86,Highly recommended
Chinese food,WA,**,2015,3.70,Recommended
Taco restaurant,WA,*,2020,3.87,Recommended
Pet supply store,MS,**,2018,4.39,Recommended
Bedroom furniture store,WA,*,2015,4.11,Recommended
Pub,AL,*,2015,4.33,Recommended
Kitchen supply store,NH,*,2017,4.23,Recommended
Public bathroom,MS,*,2021,1.00,Not recommended
Takeout Restaurant,WA,**,2021,4.17,Recommended
Wok restaurant,WA,*,2016,4.73,Highly recommended
Beauty supply store,NM,***,2021,3.35,Discreet
Dermatologist,WA,**,2020,4.29,Recommended
Beer garden,AL,**,2020,4.51,Highly recommended
Beauty supply store,NH,*,2021,3.76,Recommended
Yarn store,WA,**,2015,3.68,Recommended
Truck rental agency,AL,*,2019,3.70,Recommended
Chicken restaurant,AL,**,2019,4.14,Recommended
Beer garden,AL,**,2018,4.51,Highly recommended
Gluten-free restaurant,MS,***,2018,4.17,Recommended
Buffet restaurant,NH,*,2021,3.79,Recommended
Sunglasses store,AL,***,2019,4.37,Recommended
Party store,NH,*,2018,4.16,Recommended
Crêperie,AL,**,2018,4.17,Recommended
Model shop,AL,**,2019,4.24,Recommended
Indian grocery store,NH,**,2019,3.54,Recommended
Donut shop,NH,**,2016,4.00,Recommended
Tractor dealer,AL,***,2019,4.55,Highly recommended
Church,AL,*,2021,4.73,Highly recommended
Cocktail bar,NH,*,2015,4.28,Recommended
Sportswear store,NM,**,2017,3.72,Recommended
Jeweler,MS,***,2016,2.24,Discreet
Skateboard shop,WA,**,2020,4.38,Recommended
Pub,NM,*,2021,4.64,Highly recommended
Uniform store,NM,**,2019,2.51,Discreet
Delivery Restaurant,MS,*,2020,3.92,Recommended
Chicken restaurant,WA,**,2020,4.32,Recommended
Tire shop,AL,**,2019,4.11,Recommended
Music school,WA,**,2021,5.00,Highly recommended
Sporting goods store,AL,***,2018,4.53,Highly recommended
Grill,MS,*,2015,3.20,Discreet
Silversmith,AL,***,2016,3.08,Discreet
Live music venue,NM,*,2015,3.83,Recommended
Basque restaurant,WA,**,2016,4.41,Recommended
Banquet hall,WA,*,2021,4.44,Recommended
Soup restaurant,AL,*,2015,4.32,Recommended
Korean restaurant,Unknown,*,2020,4.76,Highly recommended
Fraternal organization,WA,*,2017,4.28,Recommended
Shoe store,WA,**,2020,4.11,Recommended
Southwestern restaurant (US),NM,**,2020,4.35,Recommended
Dress store,AL,**,2021,4.38,Recommended
Light bulb supplier,WA,**,2020,4.49,Recommended
Window installation service,WA,**,2018,2.56,Discreet
Cell phone store,AL,*,2019,3.84,Recommended
Coffee shop,MS,*,2020,3.64,Recommended
Trucking company,NH,**,2020,2.31,Discreet
Car wash,NH,**,2020,3.19,Discreet
Health food store,AL,*,2016,3.94,Recommended
Movie rental store,AL,*,2020,4.06,Recommended
Rug store,AL,***,2017,3.90,Recommended
Mailing service,WA,**,2018,4.02,Recommended
Fast food restaurant,AL,*,2016,3.57,Recommended
Health and beauty shop,WA,**,2017,1.50,Not recommended
School supply store,WA,**,2015,3.38,Discreet
Tool wholesaler,AL,***,2018,5.00,Highly recommended
Cosmetics store,AL,*,2018,4.07,Recommended
Gift basket store,WA,***,2015,5.00,Highly recommended
Used car dealer,WA,*,2017,3.33,Discreet
Grocery delivery service,NH,**,2017,3.74,Recommended
Kitchen remodeler,MS,**,2021,2.50,Discreet
Bridal shop,NM,***,2018,4.28,Recommended
Collectibles store,WA,**,2021,4.16,Recommended
Bubble tea store,MS,**,2017,4.59,Highly recommended
Laotian restaurant,NM,*,2018,4.52,Highly recommended
French restaurant,WA,****,2016,4.89,Highly recommended
Furniture store,MS,***,2018,4.53,Highly recommended
Industrial equipment supplier,NH,**,2016,5.00,Highly recommended
Honda dealer,WA,*,2021,4.59,Highly recommended
Pub,AL,**,2021,4.32,Recommended
Pakistani restaurant,NH,**,2016,3.75,Recommended
New American restaurant,NM,**,2019,4.38,Recommended
Electronic parts supplier,NM,**,2017,3.66,Recommended
Forklift rental service,WA,*,2019,3.98,Recommended
Gay night club,MS,*,2021,4.61,Highly recommended
Shredding service,MS,**,2019,3.77,Recommended
Craft store,NH,**,2019,4.38,Recommended
American restaurant,WA,***,2019,4.36,Recommended
Candy store,AL,**,2017,4.08,Recommended
Chauffeur service,WA,**,2021,4.40,Recommended
Sushi restaurant,NM,**,2021,4.24,Recommended
Tuxedo shop,NH,***,2020,3.89,Recommended
Church,NH,*,2018,4.47,Recommended
Winery,WA,***,2018,4.18,Recommended
English restaurant,WA,**,2018,4.48,Recommended
Breakfast restaurant,NH,**,2015,4.08,Recommended
Rental,MS,**,2018,4.41,Recommended
Toy store,AL,**,2016,4.17,Recommended
Electronics store,WA,*,2018,3.84,Recommended
Sushi restaurant,WA,***,2020,4.45,Recommended
Butcher shop deli,WA,**,2016,4.43,Recommended
Party store,NM,**,2021,4.12,Recommended
Graphic designer,NM,**,2015,4.58,Highly recommended
Beverage distributor,NH,*,2017,4.16,Recommended
Truck stop,WA,**,2021,3.53,Recommended
Video store,NM,*,2018,4.87,Highly recommended
Jeans shop,NM,*,2015,4.50,Recommended
Phone repair service,WA,**,2016,5.00,Highly recommended
Lawn equipment rental service,NM,*,2017,3.83,Recommended
Beer store,AL,**,2019,4.56,Highly recommended
Health food restaurant,NM,**,2015,4.69,Highly recommended
Computer support and services,MS,**,2016,3.70,Recommended
Caribbean restaurant,NH,**,2018,5.00,Highly recommended
Produce wholesaler,NH,*,2020,4.43,Recommended
Exhibit,AL,**,2020,5.00,Highly recommended
Juice shop,MS,*,2020,4.35,Recommended
Taco restaurant,AL,**,2018,4.57,Highly recommended
Deli,WA,***,2019,4.52,Highly recommended
Jewelry engraver,NM,**,2015,5.00,Highly recommended
Stylist,NH,**,2019,3.78,Recommended
Delivery Restaurant,NH,**,2016,3.93,Recommended
European restaurant,AL,**,2015,3.57,Recommended
Dim sum restaurant,WA,**,2021,4.04,Recommended
Carpet store,NM,**,2019,3.67,Recommended
Collectibles store,MS,**,2017,4.41,Recommended
Rustic furniture store,MS,**,2018,4.22,Recommended
Candle store,MS,**,2016,4.72,Highly recommended
Lingerie store,AL,***,2018,4.24,Recommended
Venezuelan restaurant,AL,**,2019,4.77,Highly recommended
Refrigerator repair service,WA,**,2018,3.90,Recommended
Cajun restaurant,NM,**,2017,4.51,Highly recommended
Metaphysical supply store,WA,*,2017,4.65,Highly recommended
Hot dog stand,AL,*,2017,4.30,Recommended
Sportswear store,WA,***,2019,4.31,Recommended
Candle store,MS,**,2015,3.80,Recommended
Department store,NH,**,2020,4.16,Recommended
Car wash,NH,**,2017,3.93,Recommended
Women's clothing store,NH,**,2020,4.27,Recommended
Hawaiian restaurant,WA,**,2021,4.40,Recommended
Telephone company,MS,*,2016,3.65,Recommended
Refrigerator store,WA,*,2020,4.27,Recommended
Print shop,MS,**,2015,3.56,Recommended
Church supply store,WA,**,2018,3.00,Discreet
Delivery Restaurant,MS,**,2021,4.08,Recommended
Egyptian restaurant,NM,*,2016,3.84,Recommended
Steak house,NH,*,2019,4.50,Recommended
DVD store,NH,*,2017,4.38,Recommended
Ski repair service,WA,***,2019,4.61,Highly recommended
Italian restaurant,NM,**,2016,4.06,Recommended
Bagel shop,NM,*,2017,4.17,Recommended
Tool repair shop,WA,**,2021,4.43,Recommended
Commercial printer,MS,**,2021,4.75,Highly recommended
Table tennis facility,WA,*,2020,4.50,Recommended
Tropical fish store,WA,**,2018,4.19,Recommended
Liquor store,Unknown,*,2021,4.44,Recommended
Telecommunications service provider,WA,**,2015,3.77,Recommended
Electric vehicle charging station,WA,**,2015,3.14,Discreet
Seafood restaurant,NH,*,2021,4.31,Recommended
Wedding service,NM,***,2017,4.25,Recommended
Cleaning products supplier,WA,*,2020,4.57,Highly recommended
Optometrist,WA,***,2015,5.00,Highly recommended
Discount store,AL,*,2018,4.12,Recommended
Stationery store,NH,**,2016,3.86,Recommended
Nail salon,NM,**,2018,4.75,Highly recommended
Auto parts store,AL,*,2020,3.39,Discreet
Paint store,NM,**,2018,4.51,Highly recommended
Boot store,NM,*,2015,3.67,Recommended
Tea store,MS,**,2016,4.78,Highly recommended
Dog day care center,WA,**,2020,4.87,Highly recommended
Gastropub,WA,***,2019,4.53,Highly recommended
Wi-Fi spot,WA,*,2019,4.44,Recommended
Guatemalan restaurant,AL,*,2018,4.50,Recommended
Shopping mall,WA,*,2016,3.83,Recommended
Auto parts store,NH,*,2016,2.65,Discreet
Beauty supply store,WA,***,2020,4.00,Recommended
Sportswear store,NH,**,2019,4.26,Recommended
Propane supplier,MS,**,2020,3.93,Recommended
Bar & grill,WA,*,2019,4.26,Recommended
Donut shop,NM,*,2015,3.85,Recommended
Burglar alarm store,NM,**,2019,5.00,Highly recommended
Sod supplier,AL,*,2021,4.37,Recommended
Brewery,WA,**,2017,4.22,Recommended
Bead store,NH,**,2019,4.36,Recommended
Delivery Chinese restaurant,AL,**,2020,4.28,Recommended
Beverages,WA,**,2019,4.46,Recommended
Wedding bakery,AL,**,2021,4.40,Recommended
Persian restaurant,AL,**,2021,4.72,Highly recommended
Distillery,AL,**,2017,4.85,Highly recommended
DVD store,WA,**,2015,4.00,Recommended
Carpet installer,NM,*,2020,3.00,Discreet
Office equipment supplier,NH,**,2018,3.97,Recommended
Function room facility,NH,**,2020,4.45,Recommended
Bagel shop,NM,*,2020,4.00,Recommended
Party store,AL,*,2019,4.16,Recommended
Performing arts theater,WA,**,2019,4.73,Highly recommended
Window treatment store,MS,*,2021,4.24,Recommended
Cell phone store,NH,**,2019,4.10,Recommended
Massage therapist,WA,**,2021,4.86,Highly recommended
Children's clothing store,NM,**,2021,3.63,Recommended
Lottery retailer,NH,**,2017,4.32,Recommended
Beauty salon,MS,**,2021,5.00,Highly recommended
Collectibles store,NM,**,2017,4.27,Recommended
Tuxedo shop,AL,**,2015,3.17,Discreet
Outdoor furniture store,WA,**,2016,3.98,Recommended
Underwear store,MS,**,2020,4.52,Highly recommended
Paint manufacturer,WA,**,2018,4.56,Highly recommended
Painting,NM,**,2021,4.84,Highly recommended
Health food store,NH,***,2021,4.31,Recommended
Contact lenses supplier,AL,*,2016,3.90,Recommended
Distribution service,AL,*,2019,3.56,Recommended
Hawaiian restaurant,WA,*,2021,4.25,Recommended
Dollar store,AL,*,2021,4.13,Recommended
Pie shop,WA,*,2017,4.39,Recommended
Spice store,Unknown,**,2016,4.91,Highly recommended
Irish restaurant,WA,**,2017,4.24,Recommended
Espresso bar,AL,**,2019,4.16,Recommended
Mailing service,WA,**,2016,3.49,Discreet
Live music bar,WA,*,2017,4.19,Recommended
Dumpling restaurant,WA,**,2021,4.37,Recommended
Moroccan restaurant,WA,*,2017,4.83,Highly recommended
Fraternal organization,NH,*,2016,5.00,Highly recommended
Nurse practitioner,WA,**,2018,4.69,Highly recommended
Manufacturer,AL,**,2019,3.50,Discreet
Delivery service,NH,**,2015,3.95,Recommended
Shipping and mailing service,WA,**,2015,3.09,Discreet
Cupcake shop,NM,**,2016,4.63,Highly recommended
Fine dining restaurant,MS,*,2020,4.22,Recommended
Fire alarm supplier,WA,**,2018,4.82,Highly recommended
Bar restaurant furniture store,WA,*,2018,4.36,Recommended
Toy store,AL,**,2017,3.97,Recommended
West African restaurant,NM,**,2021,4.27,Recommended
Antique store,AL,**,2021,3.87,Recommended
Lighting wholesaler,WA,**,2020,4.49,Recommended
Body piercing shop,MS,**,2021,4.93,Highly recommended
Electrical repair shop,NM,**,2016,1.00,Not recommended
Food court,NM,**,2018,4.47,Recommended
Crêperie,NH,*,2017,4.58,Highly recommended
Diamond dealer,NM,**,2019,3.81,Recommended
Bar,Unknown,**,2018,4.17,Recommended
Jeweler,NH,***,2016,3.23,Discreet
Caterer,MS,***,2019,4.22,Recommended
Soup shop,AL,**,2020,4.20,Recommended
Sod supplier,NM,*,2021,4.68,Highly recommended
Lumber store,AL,**,2018,4.43,Recommended
Jeans shop,WA,*,2021,4.17,Recommended
Men's clothing store,WA,***,2015,3.53,Recommended
Molding supplier,NM,*,2019,4.17,Recommended
Beer hall,NH,**,2017,4.49,Recommended
Farm,NH,**,2019,4.57,Highly recommended
Modern Indian restaurant,WA,**,2018,4.35,Recommended
Bakery,Unknown,**,2020,3.70,Recommended
Dominican restaurant,MS,**,2016,4.50,Recommended
Brewpub,AL,*,2018,4.55,Highly recommended
Caribbean restaurant,WA,*,2021,4.71,Highly recommended
Photo lab,NH,**,2021,3.00,Discreet
Video arcade,NM,*,2021,4.31,Recommended
Dessert shop,WA,***,2020,4.69,Highly recommended
Landscaping supply store,AL,***,2021,4.63,Highly recommended
Flooring store,NH,*,2016,3.56,Recommended
Japanese restaurant,MS,**,2019,4.30,Recommended
Cleaning products supplier,NM,**,2020,5.00,Highly recommended
Construction machine rental service,NH,*,2018,5.00,Highly recommended
Truck stop,NM,**,2017,3.69,Recommended
Stationery store,WA,**,2019,2.96,Discreet
Do-it-yourself shop,AL,**,2015,3.67,Recommended
Tool store,MS,**,2015,4.70,Highly recommended
Janitorial equipment supplier,NM,**,2016,5.00,Highly recommended
Lawn mower store,AL,***,2015,3.75,Recommended
Juice shop,WA,*,2019,4.42,Recommended
Weight loss service,WA,**,2020,5.00,Highly recommended
Dress store,WA,***,2019,4.40,Recommended
American restaurant,AL,*,2019,4.09,Recommended
Thrift store,WA,**,2016,4.00,Recommended
Dinner theater,WA,**,2018,4.47,Recommended
Optometrist,NM,*,2018,2.83,Discreet
Party equipment rental service,NH,**,2019,4.43,Recommended
Wedding venue,WA,***,2017,4.20,Recommended
Asian fusion restaurant,MS,**,2017,4.35,Recommended
Electric motor store,MS,**,2019,4.67,Highly recommended
Dance club,WA,**,2017,3.80,Recommended
Bedroom furniture store,NM,***,2019,4.33,Recommended
Coffee roasters,NM,*,2015,4.55,Highly recommended
Wine store,NM,***,2017,4.53,Highly recommended
Bridal shop,NH,***,2016,3.03,Discreet
Miniatures store,AL,**,2018,4.08,Recommended
Live music bar,AL,**,2017,4.42,Recommended
Beer store,Unknown,**,2017,3.92,Recommended
Mongolian barbecue restaurant,WA,**,2016,4.07,Recommended
Tea house,AL,**,2019,4.74,Highly recommended
Angler fish restaurant,AL,**,2019,4.12,Recommended
Used clothing store,NM,*,2016,3.42,Discreet
Restaurant,NM,*,2021,3.89,Recommended
Irish pub,WA,**,2015,4.16,Recommended
Gluten-free restaurant,NM,*,2018,4.03,Recommended
Coffee machine supplier,NH,*,2021,5.00,Highly recommended
