category,state,price,year,avg_rating,business suggestion
Money order service,WA,*,2018,3.3880000000000003,Discreet
Swimwear store,WA,**,2018,4.2564025545103865,Recommended
Peruvian restaurant,NM,*,2017,4.745762711864407,Highly recommended
Brake shop,WA,*,2018,4.505775075987842,Highly recommended
Hardware store,WA,*,2016,3.743519009649737,Recommended
Perfume store,NM,**,2017,3.3857236751375512,Discreet
Attorney,NM,*,2016,5.0,Highly recommended
Shoe store,WA,**,2019,4.1768808414537,Recommended
Jeans shop,NH,**,2015,4.75,Highly recommended
Goldsmith,MS,**,2018,3.9301282051282054,Recommended
Pizza Takeout,MS,*,2019,3.9994240109235335,Recommended
Cosmetics store,NH,**,2017,3.736269841269841,Recommended
Organic restaurant,AL,**,2017,4.6420634920634924,Highly recommended
Asian restaurant,NM,***,2017,4.44,Recommended
Car battery store,WA,*,2015,2.769047619047619,Discreet
Contact lenses supplier,WA,**,2017,3.5,Discreet
Wine store,NM,***,2017,4.526315789473684,Highly recommended
Beer garden,NH,**,2018,4.470165093064253,Recommended
Wedding venue,MS,**,2015,4.833333333333334,Highly recommended
Family restaurant,NH,**,2017,4.152405681836701,Recommended
Diner,NH,**,2015,3.678369125427949,Recommended
Bar & grill,MS,*,2016,4.093093180887065,Recommended
Greek restaurant,NM,*,2021,4.353278322925959,Recommended
Bar,NH,*,2019,4.307137161769767,Recommended
Store,MS,**,2018,4.4050703028512626,Recommended
Party equipment rental service,AL,**,2021,4.428571428571429,Recommended
Fish store,NM,**,2018,4.2196437972542205,Recommended
Facial spa,NM,**,2018,4.666666666666667,Highly recommended
Chicken restaurant,NH,*,2016,3.6353879495924946,Recommended
Australian restaurant,NH,**,2021,2.522727272727273,Discreet
Musical instrument repair shop,WA,*,2018,4.214285714285714,Recommended
DJ service,WA,*,2019,2.4166666666666665,Discreet
Used musical instrument store,WA,*,2019,4.032258064516129,Recommended
Used clothing store,AL,*,2021,3.5841346153846154,Recommended
Stationery store,NM,**,2018,3.14079230905649,Discreet
Check cashing service,NM,**,2019,3.0,Discreet
Donut shop,Unknown,*,2020,3.7737226277372264,Recommended
Yoga studio,WA,*,2017,5.0,Highly recommended
Internet cafe,WA,*,2018,4.569919368307817,Highly recommended
Gastropub,NH,**,2017,4.314593047713277,Recommended
Dog park,AL,*,2019,4.232142857142857,Recommended
Hungarian restaurant,NH,*,2020,4.6,Highly recommended
Brunch restaurant,MS,**,2017,4.209793439906808,Recommended
Camera repair shop,WA,****,2021,4.333333333333333,Recommended
Fashion accessories store,NM,*,2015,3.7333333333333334,Recommended
Thai restaurant,AL,*,2017,4.50027307123027,Highly recommended
Brewery,WA,**,2018,4.337555237879515,Recommended
Florist,AL,*,2015,4.086519607843137,Recommended
Pawn shop,MS,**,2021,5.0,Highly recommended
Pizza,WA,*,2015,4.0,Recommended
Hookah bar,AL,*,2017,4.566666666666666,Highly recommended
Jamaican restaurant,NH,*,2015,5.0,Highly recommended
Watch repair service,NM,***,2021,4.329960317460317,Recommended
Jazz club,WA,**,2019,4.588782696177063,Highly recommended
Doll store,AL,**,2015,3.7625,Recommended
Chocolate shop,NH,***,2019,4.705882352941177,Highly recommended
Steak house,WA,*,2019,4.274324435193973,Recommended
Silversmith,MS,***,2019,4.545238095238095,Highly recommended
Native american goods store,WA,**,2015,4.0625,Recommended
Snack bar,NM,*,2018,4.268974673202614,Recommended
Embroidery service,WA,**,2016,3.361111111111111,Discreet
Bicycle Shop,WA,***,2015,4.401886261261261,Recommended
Steak house,NH,**,2018,4.206164226328347,Recommended
Motorcycle dealer,AL,***,2018,5.0,Highly recommended
Nightlife,MS,**,2017,4.714285714285714,Highly recommended
Lawn mower repair service,WA,***,2020,4.542124542124542,Highly recommended
Goldsmith,MS,**,2020,4.625925925925926,Highly recommended
Book store,WA,*,2021,4.777436347673397,Highly recommended
Video game store,NM,**,2020,4.002635148619764,Recommended
Event management company,NH,**,2019,4.126984126984127,Recommended
Produce wholesaler,AL,*,2018,4.174799057141936,Recommended
Seasonal goods store,WA,**,2021,4.29912957062284,Recommended
Japanese restaurant,NM,*,2015,3.739583333333333,Recommended
Restaurant,WA,**,2019,4.260138767886132,Recommended
Pharmacy,NM,*,2016,2.933333333333333,Discreet
Souvenir store,NM,*,2019,3.935064935064935,Recommended
Southeast Asian restaurant,MS,**,2020,4.544246031746032,Highly recommended
Butcher shop,AL,**,2020,4.385248836376657,Recommended
Convenience store,NM,**,2021,3.2259460969138383,Discreet
Jewelry repair service,NM,**,2015,1.5,Not recommended
Cocktail bar,NM,***,2020,4.207526488856412,Recommended
Logistics service,WA,**,2019,3.6216185067260653,Recommended
Delivery service,AL,*,2018,4.526806833147517,Highly recommended
Cell phone store,WA,*,2016,3.8233364597189703,Recommended
Paintings store,NM,**,2016,4.071428571428571,Recommended
Japanese restaurant,MS,*,2016,4.135370148856992,Recommended
Produce wholesaler,AL,*,2015,3.4304927099044744,Discreet
Book store,AL,*,2016,4.331132171921645,Recommended
Electronics repair shop,NH,**,2020,2.2857142857142856,Discreet
Hookah bar,NH,*,2021,3.6666666666666665,Recommended
Hairdresser,NH,**,2021,2.0,Not recommended
Souvenir store,NM,*,2015,1.0,Not recommended
Fabric store,MS,**,2018,4.45923851876747,Recommended
Food producer,NH,**,2019,4.424936386768448,Recommended
Brewery,NH,*,2015,5.0,Highly recommended
Pool hall,MS,**,2020,4.493230174081238,Recommended
Contractor,NM,*,2018,3.0,Discreet
Takoyaki restaurant,WA,**,2016,4.583333333333333,Highly recommended
Restaurant,NM,***,2015,4.086907536907537,Recommended
Sporting goods store,WA,**,2016,4.596031746031746,Highly recommended
Cheesesteak restaurant,NM,**,2016,4.574468085106383,Highly recommended
Window installation service,MS,*,2019,4.3,Recommended
Cosmetics store,WA,***,2020,4.092695092951047,Recommended
Loan agency,WA,**,2020,3.2837143625605165,Discreet
Wine club,WA,**,2019,4.741463414634146,Highly recommended
Gluten-free restaurant,NH,**,2019,4.32953819761941,Recommended
Kitchen supply store,NM,***,2015,5.0,Highly recommended
Outdoor sports store,MS,**,2016,4.0,Recommended
Restaurant,WA,****,2020,4.476105808981949,Recommended
Electrical engineer,WA,**,2021,3.625,Recommended
Men's clothing store,AL,**,2020,4.1889698349666675,Recommended
Pet trainer,NM,**,2016,3.8,Recommended
Live music venue,MS,*,2016,4.154413179413179,Recommended
Tex-Mex restaurant,AL,*,2017,3.7036971453387046,Recommended
Pet store,AL,**,2020,4.356591821234527,Recommended
Electric vehicle charging station,NH,**,2019,4.5,Recommended
Clothing store,Unknown,***,2015,2.6666666666666665,Discreet
Gluten-free restaurant,WA,*,2018,4.347244638770086,Recommended
Diamond dealer,WA,***,2016,2.8275641025641027,Discreet
Mediterranean restaurant,WA,***,2019,4.544097812790023,Highly recommended
Church supply store,AL,**,2017,4.501623376623376,Highly recommended
Beer store,Unknown,**,2020,4.045454545454546,Recommended
Marina,WA,**,2017,4.081550370927857,Recommended
Beauty supply store,MS,*,2015,3.875,Recommended
Christian book store,NM,**,2015,3.0,Discreet
Pet trainer,NM,**,2017,4.444444444444445,Recommended
Asian fusion restaurant,MS,**,2016,4.198035087719298,Recommended
Electronic parts supplier,NH,**,2017,3.740087965010565,Recommended
Children's amusement center,WA,**,2015,4.031854256854258,Recommended
Wine bar,WA,**,2018,4.427416821013594,Recommended
Jewelry repair service,WA,**,2018,3.3617283950617285,Discreet
Jeans shop,NM,**,2015,5.0,Highly recommended
Gyro restaurant,NM,*,2016,4.166666666666667,Recommended
Live music bar,NM,*,2018,4.616352201257862,Highly recommended
Juice shop,NH,**,2015,4.745410628019323,Highly recommended
Cruise agency,AL,**,2020,3.6666666666666665,Recommended
Video game store,MS,**,2017,4.263900547313307,Recommended
Gas station,WA,**,2018,3.783032342931577,Recommended
Supermarket,WA,**,2019,4.544508375824223,Highly recommended
Waxing hair removal service,WA,**,2018,4.539448514448514,Highly recommended
Tool store,MS,*,2016,3.912073744968482,Recommended
Furniture store,MS,*,2021,4.121099193831792,Recommended
Plus size clothing store,MS,**,2016,3.9560000000000004,Recommended
Variety store,WA,*,2018,4.126169485893214,Recommended
Public bathroom,NM,*,2020,3.181481481481482,Discreet
Store,WA,**,2015,4.214285714285714,Recommended
Trailer supply store,NH,**,2020,4.666666666666667,Highly recommended
Washer & dryer repair service,NM,**,2020,3.5555555555555554,Recommended
Brewpub,AL,**,2019,4.345901805090652,Recommended
Japanese regional restaurant,WA,***,2015,4.333333333333333,Recommended
Fusion restaurant,NM,**,2019,4.5007926829268285,Highly recommended
Tool wholesaler,NM,***,2018,5.0,Highly recommended
Clothing alteration service,WA,***,2015,2.5625,Discreet
Japanese steakhouse,AL,***,2015,2.25,Discreet
Clothing wholesaler,WA,***,2020,5.0,Highly recommended
Steak house,NH,*,2015,4.071428571428572,Recommended
Greek restaurant,MS,**,2020,4.49654207540215,Recommended
Banquet hall,Unknown,**,2021,4.6438356164383565,Highly recommended
Grocery delivery service,AL,**,2019,4.0,Recommended
Pizza Takeout,MS,*,2021,3.788084778231868,Recommended
Music store,AL,**,2017,3.9374387237721216,Recommended
Cake shop,NH,***,2016,4.0,Recommended
Department store,NH,*,2016,3.9248161722883808,Recommended
Pool hall,AL,*,2021,4.492402861891352,Recommended
Tea house,NM,*,2015,4.9,Highly recommended
Filipino restaurant,WA,*,2015,3.8965277777777776,Recommended
Used truck dealer,WA,**,2019,4.756218402426693,Highly recommended
Ear piercing service,MS,**,2018,4.175,Recommended
Brunch restaurant,NM,*,2017,4.16063476188503,Recommended
American restaurant,NM,**,2019,4.096446820929002,Recommended
Facial spa,NM,**,2021,4.6923076923076925,Highly recommended
Korean restaurant,AL,**,2019,4.337719587637798,Recommended
Wine storage facility,WA,**,2020,4.578246392896782,Highly recommended
Wedding service,NH,***,2015,3.3,Discreet
Toner cartridge supplier,WA,**,2017,5.0,Highly recommended
Internet marketing service,AL,*,2020,5.0,Highly recommended
Homeless shelter,WA,*,2017,4.055555555555555,Recommended
Hot dog stand,NH,**,2017,4.410555097870904,Recommended
Photo lab,WA,*,2021,4.714285714285714,Highly recommended
Hobby store,WA,**,2021,4.352572336135512,Recommended
Brunch restaurant,NH,***,2015,5.0,Highly recommended
Video store,AL,**,2021,4.037692962292338,Recommended
Plus size clothing store,NM,**,2018,4.3963275604770855,Recommended
Brunch restaurant,AL,***,2015,4.243589743589744,Recommended
Tailor,AL,**,2019,4.237073901236553,Recommended
Painting,WA,**,2020,4.587444200998219,Highly recommended
Remodeler,MS,*,2019,4.3,Recommended
Glass cutting service,AL,**,2017,5.0,Highly recommended
Passport photo processor,MS,**,2021,3.8,Recommended
Chauffeur service,WA,*,2018,4.628571428571429,Highly recommended
Delivery Restaurant,NH,*,2016,3.9688546077445905,Recommended
Bakery,NH,*,2021,3.8498786999607217,Recommended
Work clothes store,AL,**,2020,3.9498299319727894,Recommended
Music school,WA,**,2019,5.0,Highly recommended
Pasta shop,AL,*,2020,4.410523504273504,Recommended
Baby store,WA,*,2017,3.3611742825561683,Discreet
Women's clothing store,AL,**,2018,4.314966907476016,Recommended
Hardware store,WA,***,2015,3.0,Discreet
School supply store,MS,**,2020,2.6718487394957977,Discreet
Home automation company,WA,**,2018,4.817135549872123,Highly recommended
Cafeteria,NH,*,2015,4.0,Recommended
Winery,NM,**,2021,4.760869565217391,Highly recommended
Home theater store,AL,**,2018,3.7703023882209004,Recommended
Gambling house,WA,*,2019,4.509179459741257,Highly recommended
Lawn mower repair service,NH,*,2020,3.1333333333333333,Discreet
Costume store,WA,*,2017,4.018213438405687,Recommended
Sushi takeaway,MS,*,2015,3.111111111111111,Discreet
Live music venue,NM,***,2016,3.7857142857142856,Recommended
Chinaware store,AL,**,2019,3.82,Recommended
Diamond dealer,WA,**,2017,3.4925925925925925,Discreet
Floor refinishing service,NH,**,2020,5.0,Highly recommended
Construction machine rental service,NM,*,2019,3.5,Discreet
Water ski shop,MS,**,2020,3.8421052631578947,Recommended
Salad shop,AL,**,2017,4.133481145633163,Recommended
Taco restaurant,NH,*,2021,3.3118754779894886,Discreet
Sports complex,WA,**,2019,4.2,Recommended
Video game rental store,MS,*,2018,4.0,Recommended
Body piercing shop,WA,**,2020,4.249352448827239,Recommended
Vegetarian restaurant,NM,**,2015,4.27930402930403,Recommended
Chinese takeaway,WA,*,2016,4.368888888888889,Recommended
Lawn mower store,AL,***,2021,4.477117327117327,Recommended
Welding supply store,NH,*,2021,5.0,Highly recommended
Coffee store,WA,***,2020,5.0,Highly recommended
Scenic spot,NH,**,2020,4.226325757575758,Recommended
Fine dining restaurant,MS,**,2017,4.247385571848811,Recommended
Turkish restaurant,NM,*,2018,4.3023255813953485,Recommended
Taco restaurant,NM,**,2019,4.253429886682646,Recommended
Cosmetics store,MS,**,2021,3.2090244695609544,Discreet
Live music venue,AL,*,2021,4.201005850569418,Recommended
Gift shop,NM,**,2016,4.1094048956060405,Recommended
ATM,AL,*,2016,3.797669243960805,Recommended
Candy store,NH,*,2020,4.426195697577277,Recommended
Equipment rental agency,NM,*,2020,4.333333333333333,Recommended
Data recovery service,WA,**,2020,2.075,Discreet
Cafeteria,AL,*,2021,3.811355311355311,Recommended
T-shirt store,NH,*,2015,5.0,Highly recommended
Deli,AL,*,2020,4.186247051084172,Recommended
Electronics store,WA,***,2021,3.204561584297084,Discreet
Maternity store,WA,***,2016,5.0,Highly recommended
American restaurant,MS,**,2018,4.090424120930983,Recommended
Karaoke bar,WA,**,2021,4.180327025558442,Recommended
Bakery,AL,*,2018,4.221374550254541,Recommended
Catering food and drink supplier,AL,***,2016,4.176470588235294,Recommended
Lighting store,NM,***,2021,3.6333333333333337,Recommended
Baby clothing store,AL,*,2015,3.696969696969697,Recommended
Jamaican restaurant,AL,*,2021,4.044700460829493,Recommended
Dollar store,WA,*,2021,4.183931666396825,Recommended
Pub,WA,*,2020,4.513368259847456,Highly recommended
Kindergarten,WA,*,2021,2.5,Discreet
Boot store,AL,*,2016,3.8611111111111107,Recommended
Burrito restaurant,MS,**,2015,3.0,Discreet
Custom label printer,WA,**,2021,4.678571428571429,Highly recommended
Chinese restaurant,MS,**,2015,3.870114087301587,Recommended
Pet supply store,AL,*,2017,4.070853328989452,Recommended
Cutlery store,MS,***,2021,4.666666666666667,Highly recommended
Fried chicken takeaway,NM,*,2018,4.343949044585988,Recommended
Hookah bar,MS,*,2018,4.592592592592593,Highly recommended
Hat shop,NH,**,2019,4.201134513634513,Recommended
Pizza delivery,AL,*,2015,3.067226731601732,Discreet
Brazilian restaurant,WA,*,2020,4.632245442036464,Highly recommended
Wholesale bakery,NH,**,2019,3.5,Discreet
Greek restaurant,NH,***,2016,3.4166666666666665,Discreet
Electronics repair shop,WA,**,2021,2.3333333333333335,Discreet
Fish and chips takeaway,WA,*,2017,4.28169014084507,Recommended
European restaurant,NM,***,2017,3.75,Recommended
Grocery store,NH,***,2018,4.335578088220956,Recommended
Self-storage facility,NM,*,2016,3.4397619047619044,Discreet
Novelty store,MS,**,2016,4.75,Highly recommended
Lawn mower repair service,AL,**,2016,3.6666666666666665,Recommended
Family restaurant,WA,***,2019,4.239372164123842,Recommended
Creole restaurant,MS,*,2017,4.6923076923076925,Highly recommended
Sign shop,WA,**,2015,3.682868195634153,Recommended
Picture frame shop,MS,**,2017,4.355706837892783,Recommended
Beer garden,AL,**,2018,4.505798497832297,Highly recommended
Korean barbecue restaurant,NM,**,2020,4.239130434782608,Recommended
DVD store,WA,*,2016,4.611111111111111,Highly recommended
Korean beef restaurant,WA,*,2018,4.338541666666666,Recommended
Yarn store,NM,**,2018,4.087543693787062,Recommended
Craft store,MS,**,2021,4.460178951729392,Recommended
Jamaican restaurant,AL,*,2015,4.333333333333334,Recommended
Light bulb supplier,WA,***,2017,4.642857142857143,Highly recommended
Hardware store,MS,*,2020,4.16451519595488,Recommended
Produce market,WA,*,2016,4.2216100467819855,Recommended
Israeli restaurant,AL,**,2016,4.638297872340425,Highly recommended
Plant nursery,NH,*,2020,4.7,Highly recommended
Sushi restaurant,NM,***,2016,3.7142857142857144,Recommended
Tuxedo shop,AL,***,2018,4.025268980532139,Recommended
Men's clothing store,NH,**,2018,4.157815791125825,Recommended
European restaurant,WA,***,2018,4.556946826071392,Highly recommended
Gift basket store,WA,**,2016,4.1380952380952385,Recommended
Shopping mall,WA,**,2015,3.4583333333333335,Discreet
Fabric store,NM,**,2018,4.34140991455815,Recommended
Tailor,AL,**,2016,3.788888888888889,Recommended
Traditional American restaurant,WA,***,2018,4.705263157894737,Highly recommended
Plus size clothing store,NM,**,2016,3.013392857142857,Discreet
Industrial equipment supplier,MS,**,2021,4.5,Recommended
Bakery,NH,***,2016,4.5,Recommended
Video game store,NH,**,2017,3.727566764249116,Recommended
Shoe store,WA,**,2020,4.109053175858528,Recommended
Airbrushing service,WA,*,2019,4.542857142857143,Highly recommended
Professional services,AL,*,2016,4.818181818181818,Highly recommended
Beauty supply store,NM,*,2016,3.8081780538302277,Recommended
Shoe store,NH,*,2019,3.8664739877273204,Recommended
Corporate gift supplier,WA,***,2019,4.6875,Highly recommended
Computer consultant,WA,**,2018,4.009391061160107,Recommended
Produce market,WA,**,2015,4.571667353810211,Highly recommended
Takeout Restaurant,NM,**,2020,4.103926606663336,Recommended
Recycling center,WA,**,2019,4.121212121212121,Recommended
Hawaiian restaurant,WA,**,2016,4.420603024379053,Recommended
Pizza takeaway,AL,*,2017,3.699910864384549,Recommended
Tool store,NH,**,2017,4.3226738778462925,Recommended
Lawn mower repair service,WA,*,2015,1.3333333333333333,Not recommended
Painting,AL,**,2017,4.5521276595744675,Highly recommended
Home automation company,NM,**,2017,5.0,Highly recommended
Van rental agency,WA,*,2015,3.200143678160919,Discreet
Wholesale bakery,WA,*,2016,4.123654078409513,Recommended
Coffee roasters,NM,**,2017,4.614388528919542,Highly recommended
Costume store,NH,**,2017,3.9249826260695833,Recommended
Catering,WA,*,2015,4.625,Highly recommended
Mediterranean restaurant,MS,*,2021,4.361768018018019,Recommended
Picture frame shop,AL,**,2020,4.519201193103878,Highly recommended
Bar,MS,***,2021,4.349208980674498,Recommended
Industrial equipment supplier,NH,**,2016,5.0,Highly recommended
Traditional American restaurant,NH,*,2017,4.3735706860706856,Recommended
Hardware store,WA,**,2017,4.309259201990238,Recommended
Family restaurant,NH,*,2020,4.250431490659981,Recommended
Steak house,NM,**,2020,4.11833201404751,Recommended
Gluten-free restaurant,AL,**,2019,4.281064289198512,Recommended
Live music venue,NH,*,2021,4.658854166666667,Highly recommended
Crêperie,WA,**,2015,4.235582010582011,Recommended
Pancake restaurant,WA,**,2015,4.23888888888889,Recommended
Doll store,WA,**,2019,2.7,Discreet
East African restaurant,WA,**,2016,3.9477460944852254,Recommended
Pretzel store,MS,*,2021,2.8000000000000003,Discreet
Blues club,MS,**,2016,4.338214820229021,Recommended
Van rental agency,MS,*,2021,3.751414845317284,Recommended
Southern Italian restaurant,MS,**,2019,4.64935064935065,Highly recommended
American restaurant,MS,**,2016,3.873082215645723,Recommended
Plumber,NH,*,2016,2.0,Not recommended
Bar,MS,***,2015,4.544444444444444,Highly recommended
Shoe store,NM,*,2015,3.707936507936508,Recommended
Grocery store,MS,**,2017,4.27650321098677,Recommended
Fence contractor,NM,*,2018,5.0,Highly recommended
Pizza restaurant,MS,*,2015,3.4972097147053898,Discreet
American restaurant,WA,*,2017,3.9498928262977206,Recommended
Family restaurant,WA,*,2021,4.2851934639541795,Recommended
Used truck dealer,NH,*,2020,2.859469696969697,Discreet
Trailer rental service,MS,*,2019,3.767937853107344,Recommended
Video arcade,MS,**,2021,4.125417130144605,Recommended
English restaurant,WA,**,2018,4.480769230769231,Recommended
Refrigerator store,AL,**,2016,4.095238095238095,Recommended
Contemporary Louisiana restaurant,NH,**,2015,4.0,Recommended
Lottery retailer,NM,**,2021,4.0,Recommended
Photo lab,NH,**,2019,3.9,Recommended
Childrens store,AL,**,2018,3.071739130434783,Discreet
Southwestern restaurant (US),NM,*,2016,3.759542515098071,Recommended
Historical landmark,WA,*,2018,4.500403551251009,Highly recommended
Painting,AL,**,2015,3.8333333333333335,Recommended
Tobacco shop,NM,*,2016,3.779665704665704,Recommended
Wine bar,WA,*,2019,4.586193378422367,Highly recommended
Californian restaurant,MS,**,2020,4.058139534883721,Recommended
American restaurant,Unknown,*,2020,4.541666666666667,Highly recommended
Goldsmith,AL,***,2019,4.344015822140823,Recommended
Canoe & kayak rental service,WA,**,2018,4.25,Recommended
Electronics store,Unknown,**,2021,3.778169014084507,Recommended
Air conditioning repair service,NM,**,2018,1.7142857142857142,Not recommended
Used truck dealer,NH,*,2019,3.0732070707070704,Discreet
Chocolate shop,WA,*,2020,4.30182140554481,Recommended
Record store,WA,***,2016,3.7700000000000005,Recommended
Pasta shop,NM,*,2015,1.5,Not recommended
Australian restaurant,AL,**,2019,4.096595595587753,Recommended
Vietnamese restaurant,WA,***,2019,4.545454545454546,Highly recommended
Tofu restaurant,WA,*,2020,4.833333333333333,Highly recommended
Chinese takeaway,WA,**,2017,4.047693310624345,Recommended
Plus size clothing store,NM,***,2017,4.245614035087719,Recommended
Bowling alley,NH,*,2017,4.37524240465417,Recommended
Family restaurant,WA,**,2015,3.6611841496287485,Recommended
Christian church,WA,*,2015,3.0,Discreet
Fuel pump,AL,*,2021,1.0,Not recommended
Chocolate shop,NH,***,2015,5.0,Highly recommended
Down home cooking restaurant,MS,**,2021,4.124024889640275,Recommended
Down home cooking restaurant,AL,**,2015,3.362476412476413,Discreet
Lawn mower store,MS,***,2019,4.6314935064935066,Highly recommended
Fashion accessories store,MS,*,2021,4.529833255387271,Highly recommended
Steak house,MS,*,2019,4.272975742642363,Recommended
Latin American restaurant,WA,***,2015,4.375,Recommended
Animal watering hole,WA,*,2020,4.0,Recommended
Burrito restaurant,MS,*,2016,3.4186128262925637,Discreet
Lighting wholesaler,WA,**,2017,4.364384920634921,Recommended
Facial spa,WA,**,2017,4.666666666666666,Highly recommended
Gluten-free restaurant,Unknown,**,2016,4.136363636363637,Recommended
Performing arts theater,AL,**,2018,5.0,Highly recommended
Water ski shop,MS,**,2017,4.333333333333333,Recommended
Security service,WA,**,2016,1.0,Not recommended
Gluten-free restaurant,NH,*,2021,3.815688646904618,Recommended
Breakfast restaurant,NM,***,2015,3.0,Discreet
Electrical substation,WA,**,2016,5.0,Highly recommended
Home improvement store,Unknown,*,2021,3.844311377245509,Recommended
Packaging supply store,WA,**,2018,3.549520921020831,Recommended
Swimming pool supply store,NM,**,2016,3.3333333333333335,Discreet
Self service car wash,WA,**,2019,3.75,Recommended
Costume jewelry shop,NM,**,2018,4.641602067183463,Highly recommended
Craft store,WA,*,2021,4.0755942384552,Recommended
American restaurant,MS,****,2016,4.519230769230769,Highly recommended
Coffee roasters,NH,**,2018,4.438199895342753,Recommended
Persian restaurant,AL,**,2020,4.445652173913043,Recommended
Musician,WA,*,2016,5.0,Highly recommended
Bedroom furniture store,NM,**,2015,4.5,Recommended
Passport photo processor,NM,**,2015,2.581060606060606,Discreet
Produce market,NM,*,2018,4.15365906653136,Recommended
Polish restaurant,WA,*,2020,4.838709677419355,Highly recommended
Fruits wholesaler,AL,**,2021,4.333333333333333,Recommended
Plus size clothing store,MS,*,2019,4.445626599797194,Recommended
Mattress store,AL,***,2017,4.342116013071895,Recommended
Mongolian barbecue restaurant,NM,**,2019,4.350869937542565,Recommended
Cleaning products supplier,WA,*,2020,4.565217391304348,Highly recommended
Mediterranean restaurant,WA,**,2018,4.4108005344346335,Recommended
Religious organization,MS,*,2016,4.0,Recommended
Donut shop,MS,*,2015,4.3992582417582415,Recommended
Sofa store,NH,***,2019,3.9333333333333336,Recommended
Laser tag center,NM,**,2021,2.75,Discreet
Silversmith,MS,**,2019,4.404040404040404,Recommended
Glassware store,NH,**,2020,4.237048249461359,Recommended
Italian grocery store,NM,**,2021,4.838709677419355,Highly recommended
Buffet restaurant,NM,**,2015,3.159809130263676,Discreet
African restaurant,NM,**,2016,4.444659442724458,Recommended
Mediterranean restaurant,NH,***,2015,5.0,Highly recommended
Rest stop,NM,**,2019,4.054054054054054,Recommended
Laotian restaurant,WA,**,2018,4.628571428571429,Highly recommended
Meeting room,AL,**,2016,4.203947368421053,Recommended
Jewelry repair service,NM,****,2021,2.7777777777777777,Discreet
Thrift store,NM,*,2018,4.063431886233715,Recommended
Honduran restaurant,WA,*,2019,4.1521739130434785,Recommended
Record store,WA,*,2021,5.0,Highly recommended
Traditional restaurant,AL,**,2018,4.212083313852915,Recommended
Paint manufacturer,AL,**,2019,4.642004747949843,Highly recommended
Barbecue restaurant,NH,**,2018,4.282915702719189,Recommended
Truck rental agency,NM,*,2017,3.7144157375463887,Recommended
Clothing store,AL,*,2021,3.9830798935294807,Recommended
T-shirt store,NH,**,2019,4.249142674120592,Recommended
Salvadoran restaurant,AL,*,2017,4.314814814814815,Recommended
Mattress store,NH,*,2020,4.751100627601816,Highly recommended
Teppanyaki restaurant,WA,*,2018,3.3041938997821347,Discreet
Caterer,NM,**,2015,3.9866608020390912,Recommended
Cupcake shop,MS,**,2021,4.178571428571429,Recommended
Beauty product supplier,WA,**,2021,5.0,Highly recommended
Paper distributor,AL,**,2016,4.008333333333334,Recommended
Baby store,AL,**,2021,4.118286413269966,Recommended
Miniatures store,WA,**,2018,4.601626984126985,Highly recommended
Childrens book store,NM,**,2015,4.685185185185185,Highly recommended
Pub,WA,*,2015,4.489245578233432,Recommended
Soup shop,AL,*,2017,4.5,Recommended
Forklift rental service,NH,*,2017,4.5,Recommended
Buffet restaurant,AL,*,2020,4.049487884068704,Recommended
Diner,MS,**,2015,2.6437575156325153,Discreet
Sugar shack,NH,**,2018,4.68646080760095,Highly recommended
Kitchen furniture store,NM,**,2018,4.256473102061338,Recommended
Bar & grill,AL,*,2015,4.362924510889628,Recommended
Mexican restaurant,NM,***,2021,4.404166666666667,Recommended
Tapas restaurant,WA,*,2017,4.387096774193548,Recommended
Digital printer,MS,**,2019,5.0,Highly recommended
Outdoor furniture store,NM,*,2017,3.9737380753282747,Recommended
Volunteer organization,WA,*,2017,3.8,Recommended
Oil change service,NH,*,2016,2.65,Discreet
Pie shop,WA,*,2017,4.392307692307693,Recommended
Sewing shop,MS,**,2020,4.264989467629219,Recommended
Corporate office,NM,*,2019,3.676470588235294,Recommended
Animal feed store,NM,**,2018,4.394793205248988,Recommended
Social services organization,NH,*,2019,4.366666666666667,Recommended
Tour operator,MS,**,2021,3.7777777777777777,Recommended
Sunglasses store,NH,**,2020,4.263920454545454,Recommended
Wedding store,AL,**,2019,4.3005010583110455,Recommended
Kitchen furniture store,MS,**,2016,4.8,Highly recommended
Adult entertainment club,NH,**,2018,3.0,Discreet
ATM,MS,**,2020,3.3786989496291815,Discreet
Dollar store,MS,*,2017,4.065186154066901,Recommended
Tamale shop,NM,*,2021,4.66,Highly recommended
Telephone company,WA,*,2015,3.4670231729055256,Discreet
Optician,WA,*,2016,4.5,Recommended
Creole restaurant,NH,**,2016,4.153846153846154,Recommended
Landscaping supply store,AL,*,2020,4.427884615384615,Recommended
Noodle shop,MS,*,2018,4.583333333333334,Highly recommended
Sunglasses store,WA,*,2017,3.789299781670904,Recommended
Boutique,NM,**,2019,4.515753384082226,Highly recommended
Bubble tea store,NM,*,2021,4.154285714285715,Recommended
Buffet restaurant,WA,**,2018,3.9417377305066332,Recommended
Wok restaurant,WA,*,2019,4.319847039939571,Recommended
Sewing shop,NM,**,2019,4.20238690535505,Recommended
Alternative fuel station,NH,**,2020,3.2925925925925927,Discreet
Bakery,NH,**,2017,4.406845592281548,Recommended
Custom t-shirt store,WA,***,2015,3.25,Discreet
Safety equipment supplier,MS,***,2021,1.0,Not recommended
Sportswear store,WA,***,2020,4.302275661839106,Recommended
Children's furniture store,NM,**,2016,3.865079365079365,Recommended
